user_input,response,reference,bleu_score,rouge_score,exact_match,string_present
What is the purpose of Generic Bootstrapping Architecture (GBA) in 5GC? [3GPP Release 17],gba provides secure credential management supports multiple services integrates with existing networks generates session keys and enhances user experience in 5gc.,to enable application functions to establish shared cryptographic material.,8.412065649527267e-232,0.0,0.0,0.0
What is the purpose of the Small Data Transmission (SDT) feature in NR? [3GPP Release 17],small data transmission sdt in nr optimizes resource utilization reduces latency and supports iot applications by enabling efficient transmission of small data packets.,to enable data transmission in the rrcinactive state for ues with infrequent data traffic.,4.601823391841808e-155,0.2162162162162162,0.0,0.0
What functionality does Signalling Based Activation provide? [3GPP Release 17],signalling based activation provides dynamic service activation resource optimization and improved user experience.,request for end user service performance information for one specific ue.,1.2395288183339461e-231,0.08333333333333334,0.0,0.0
What are the enhancements for idle/inactive-mode UE power saving in NR? [3GPP Release 17],enhanced discontinuous reception edrx power saving mode psm enhancements improved paging mechanisms.,paging enhancements to reduce ue reception power consumption.,1.4347128449946335e-231,0.3,0.0,0.0
How does a Multi-USIM UE indicate to the network that it does not accept the paging and requests to return to CM-IDLE state? [3GPP Release 17],the multiusim ue sends a release message to the network indicating it does not accept the paging and requests to return to cmidle state.,by sending a reject paging response to the network.,2.097305268269639e-78,0.30303030303030304,0.0,0.0
What is the purpose of the Slice-Maximum Bit Rate (S-MBR)? [3GPP Release 17],the purpose of the slicemaximum bit rate smbr is to define the maximum data rate allocated to a user within a network slice facilitating efficient resource management maintaining quality of service and ensuring fairness and isolation among different slices.,to limit the aggregate data rate per ue across all qos flows for all pdu sessions associated with a slice.,3.860695737644402e-155,0.2033898305084746,0.0,0.0
What aspects of the Disaster Roaming service are specified in TS 22.011 and TS 22.261? [3GPP Release 17],disaster roaming service availability priority access for emergency services international roaming arrangements special roaming agreements access without prior subscription enhanced security measures.,service requirements for the 5g system.,1.0948551819675659e-231,0.14285714285714288,0.0,0.0
What is the purpose of the Provision of potential TRS/CSI-RS occasion(s) to idle/inactive-mode UEs? [3GPP Release 17],to enable idleinactivemode ues to maintain synchronization and assess channel conditions facilitating efficient transitions to active communication and optimizing network resource usage.,to reduce ue power consumption for synchronization.,1.0948551819675659e-231,0.13793103448275862,0.0,0.0
What does SL DRX stand for in the context of NR Sidelink? [3GPP Release 17],sl drx stands for sidelink discontinuous reception.,sidelink discontinuous reception.,0.345720784641941,0.6,0.0,1.0
What is Non-Seamless WLAN offload (NSWO) in the context of 5GS? [3GPP Release 17],nonseamless wlan offload nswo is a mechanism in 5g networks that allows devices to switch from cellular to wifi networks without maintaining session continuity resulting in brief service interruptions.,a capability of a ue to route specific ip flows via wlan access.,1.1008876702055895e-231,0.09523809523809525,0.0,0.0
What is the purpose of the extended work item on 8K Television over 5G? [3GPP Release 17],the extended work item on 8k television over 5g aims to optimize the delivery of highquality 8k video content over 5g networks establishing standards for interoperability and enhancing user experience while preparing for future advancements in video technology.,to define hevcbased 8k tv operation point and media decoding capabilities.,1.0309964493856291e-231,0.12244897959183672,0.0,0.0
"In supporting an MA PDU Session, what does Rel-17 enable in terms of 3GPP access over EPC? [3GPP Release 17]",enhanced multiaccess capabilities for pdu sessions over epc supporting seamless connectivity and improved network resource management.,establishment of userplane resources over epc.,4.83404070852666e-155,0.18181818181818182,0.0,0.0
"In Rel-17, enhancements are made to several SEAL services. Which of the following is NOT an enhancement to SEAL services in Rel-17? [3GPP Release 17]","xxxxx

if you provide the options i can complete this for you.",support for enhanced service enabler architecture layer seal.,,0.1,0.0,0.0
Which procedures are impacted by MUSIM according to TS 23.502 and TS 23.401? [3GPP Release 17],ue authentication user identity management service provisioning.,all of the above.,1.0832677820940877e-231,0.0,0.0,0.0
How does a Multi-USIM UE modify the timing of paging occasions in 5GS? [3GPP Release 17],multiusim ue modifies the timing of paging occasions by adjusting its listening schedule based on the active usims requirements and network configurations.,by triggering a new 5gguti reallocation without any specific indication.,9.893133360884868e-232,0.06250000000000001,0.0,0.0
What is the purpose of the Network Slice AS Group (NSAG)? [3GPP Release 17],the purpose of the network slice as group nsag is to group application servers within a network slice for efficient resource allocation and management support multiservice scenarios and improve overall network efficiency.,to perform slice aware cell reselection and slice specific rach configuration.,1.136638440788832e-231,0.13953488372093023,0.0,0.0
How are network nodes and NG-RAN configured with Disaster Condition? [3GPP Release 17],network nodes and ngran are configured through detection assessment adjustment activation of resilience features coordination with core networks effective communication and postdisaster recovery in response to disaster conditions.,based on operator policy and the request by government agencies.,9.336117803135294e-232,0.05263157894736841,0.0,0.0
"What is the purpose of the Access Traffic Steering, Switching and Splitting (ATSS) feature in 5G networks? [3GPP Release 17]",the purpose of the atsss feature in 5g networks is to efficiently manage user traffic across different access networks ensure load balancing provide differentiated qos enable seamless user experiences and optimize resource utilization.,to establish a multi access ma pdu session for data communication between the ue and upf.,1.1281870111727917e-231,0.12244897959183672,0.0,0.0
What is the purpose of the Network Data Analytics Function (NWDAF)? [3GPP Release 17],the network data analytics function nwdaf collects and analyzes data from network functions to derive insights for optimizing network performance supporting network slicing and enhancing decisionmaking for network management.,to support network automation.,1.0244914152188952e-231,0.18181818181818182,0.0,0.0
What are the key functionalities of MDT enhancement? [3GPP Release 17],enhanced data collection automated reporting location accuracy improvements support for new use cases integration with other network functions.,to enhance network data analytics services.,1.1484186507842885e-231,0.16666666666666666,0.0,0.0
How can UE power saving be enabled by relaxing measurements for RLM/BFD? [3GPP Release 17],ue power saving can be enabled by relaxing measurements for rlmbfd by extending measurement intervals adjusting thresholds implementing adaptive measurement strategies and utilizing sleep modes while ensuring service quality is maintained.,by reducing ue power consumption during idleinactive mode.,3.758887219744955e-155,0.15384615384615383,0.0,0.0
What does the 5G LAN VN group service charging specify? [3GPP Release 17],5g lan vn group service charging specifies the mechanisms for billing and accounting for services provided through the 5g lan virtual network including resource usage tracking and user session management as per 3gpp release 17.,charging support for 5g virtual network group management.,4.210678435889715e-155,0.2790697674418604,0.0,0.0
Which documents specify the information to be pre-configured or stored in USIM for Disaster Roaming service? [3GPP Release 17],3gpp ts 22101 3gpp ts 31101.,ts 31102 and ts 31111.,1.4740564900137075e-231,0.3636363636363636,0.0,0.0
What is the purpose of cyber-physical control applications in vertical domains? [3GPP Release 17],integrate physical and digital systems for improved automation efficiency decisionmaking and safety in various sectors.,to control physical processes over a network.,1.0832677820940877e-231,0.09090909090909091,0.0,0.0
Where are the security aspects on the UE authentication during the authentication procedure specified? [3GPP Release 17],3gpp ts 33501.,ts 33501.,8.636168555094496e-78,0.8,0.0,1.0
What is the purpose of the Work Item 'Enhancement of Private Network support for NG-RAN'? [3GPP Release 17],the purpose of the work item enhancement of private network support for ngran is to improve the capabilities and support for private networks within the ngran architecture catering to specific industry requirements and enhancing features like security management and service quality.,to support ims voice and emergency services for snpn.,1.0701348365097317e-231,0.16,0.0,0.0
Which 3GPP system entities are impacted by MUSIM? [3GPP Release 17],ue hss udm.,all of the above.,1.0032743411283238e-231,0.0,0.0,0.0
What is specified in TS 24.588 related to V2X services? [3GPP Release 17],ts 24588 specifies the service requirements functional requirements performance metrics network architecture and interoperability standards for v2x services in 3gpp release 17.,user equipment ue policies for v2x services.,2.0230944175374798e-78,0.20689655172413793,0.0,0.0
What is the purpose of the RedCap UE type? [3GPP Release 17],the purpose of the redcap ue type is to support reduced capability devices for specific applications optimizing network efficiency and enabling costeffective solutions for iot and similar use cases within 3gpp release 17.,to reduce ue complexity and power consumption for iot use cases.,5.154707150270574e-155,0.3181818181818182,0.0,0.0
What are the objectives of the schemes introduced in the MUSIM work item for LTE/NR? [3GPP Release 17],support for multisim devices enhanced resource management interoperability and network efficiency.,all of the above.,9.788429383461836e-232,0.0,0.0,0.0
Which document specifies the MUSIM-specific rejection cause for EPS? [3GPP Release 17],3gpp ts 24501.,ts 29274.,1.5319719891192393e-231,0.4,0.0,0.0
What is the purpose of file management in network management? [3GPP Release 17],file management in network management ensures organization of resources version control and updates and security and access control for network elements.,to store and transfer data between network functions and management functions.,1.2578972116573994e-231,0.125,0.0,0.0
Under what conditions does the UE ignore PDCCH skipping? [3GPP Release 17],the ue ignores pdcch skipping under conditions where critical control information is expected or mandated by rrc settings or if skipping configuration is unsupported.,all of the above.,9.689041594391036e-232,0.07142857142857142,0.0,0.0
What is the purpose of the ECM Work Item and the resulting specification in TS 28.538? [3GPP Release 17],the purpose of the ecm work item in ts 28538 is to develop a specification that enhances energy efficiency in mobile networks providing guidelines and standardization for operators and manufacturers to reduce operational costs and environmental impact.,to provide management provisions and solutions for edge computing.,1.0377133938315695e-231,0.17391304347826086,0.0,0.0
What is the purpose of Enhanced Closed loop SLS Assurance solution? [3GPP Release 17],the purpose of enhanced closed loop sls assurance solution is to ensure network services meet performance standards through automated monitoring and realtime adjustments.,to continuously deliver the expected level of communication service quality.,1.1640469867513693e-231,0.18181818181818182,0.0,0.0
What is the purpose of the UE-assistance indication in load-balancing steering mode? [3GPP Release 17],the purpose of the ueassistance indication in loadbalancing steering mode is to gather feedback from ues about their conditions to optimize resource allocation and enhance service quality in the network.,to allow the ue to decide on split percentages based on its internal state.,1.091900080306308e-231,0.09090909090909091,0.0,0.0
What is the purpose of the Network notification objective introduced by MUSIM for LTE/NR? [3GPP Release 17],enhanced service management optimized resource utilization and improved user experience in mobile networks.,to notify the network of a switch from network a for musim purpose.,9.418382295637229e-232,0.07692307692307693,0.0,0.0
What does the Closed loop SLS Assurance solution in TS 28.535 and TS 28.536 provide? [3GPP Release 17],the closed loop sls assurance solution provides a framework for continuous monitoring and automatic adjustment of service levels to ensure performance and reliability in communication services.,advanced monitoring solutions for providing communication service quality.,1.1951155126698611e-231,0.23529411764705882,0.0,0.0
How does a supporting UE attach to the same core network operator from which it detached in a shared network? [3GPP Release 17],the supporting ue reattaches to the same core network operator by selecting the appropriate cell sending a connection request undergoing authentication and completing the attach procedure with the core network.,it uses information stored in the ue when it was detached.,1.016127520387007e-231,0.0975609756097561,0.0,0.0
When can the setting of the Privacy exception list be changed? [3GPP Release 17],the setting of the privacy exception list can be changed whenever the user updates their preferences or the network operators policies change.,anytime.,8.319100378795605e-232,0.0,0.0,0.0
What should the UE consider if it cannot detect any cell meeting the S criterion on a frequency for sidelink operation? [3GPP Release 17],ue should check for alternative frequencies evaluate neighboring cells initiate a backoff procedure consider alternate modes of operation and report the condition to the network.,outofcoverage for sidelink operation on that frequency.,1.0618063059647207e-231,0.125,0.0,0.0
When can target UEs be positioned for lawful interception services? [3GPP Release 17],ues can be positioned for lawful interception services when they are actively connected to the network and compliant with the interception protocols outlined in 3gpp release 17.,under all circumstances required by local regulatory requirements.,7.919883909890055e-232,0.0,0.0,0.0
What are DCI formats with CRC scrambled by MCCH-RNTI or G-RNTI referred to as? [3GPP Release 17],dci formats for multicast.,broadcast dci formats.,9.283142785759642e-155,0.5714285714285715,0.0,0.0
What kind of access can enterprise UEs have to non-public networks? [3GPP Release 17],controlled and direct access to nonpublic networks with security measures.,access to both a nonpublic network and a plmn.,6.887578243315168e-155,0.4210526315789474,0.0,0.0
What action is necessary to get access to services in Idle mode? [3GPP Release 17],perform a service request after ensuring network registration.,camping on a cell.,1.2508498911928379e-231,0.16666666666666666,0.0,0.0
What is the purpose of the User Configuration mechanism in the IMS Multimedia Telephony service? [3GPP Release 17],user configuration mechanism enables management of user preferences personalization of services and dynamic updates in ims multimedia telephony.,to indicate which identities are active or inactive on a specific ue.,8.726094729337945e-232,0.0,0.0,0.0
What is the maximum number of PDU Sessions? [3GPP Release 17],16.,256.,1.5319719891192393e-231,0.0,0.0,0.0
Which identity is used for indication of pre-emption in the downlink? [3GPP Release 17],preemption indicator.,intrnti.,1.384292958842266e-231,0.0,0.0,0.0
What does a UE determine when selecting a power for an S-SS/PSBCH block transmission occasion? [3GPP Release 17],ue selects transmission power based on channel conditions target receive power level and energy efficiency considerations.,value of dlp0psbchr16 if provided else dlalphapsbch.,8.972141065609098e-232,0.0,0.0,0.0
What is the purpose of the MasterInformationBlockSidelink message? [3GPP Release 17],the masterinformationblocksidelink message provides essential parameters for direct devicetodevice communication enabling effective sidelink operations in 3gpp release 17.,to include the system information transmitted by a ue via slbch.,1.0377133938315695e-231,0.06896551724137931,0.0,0.0
What is the purpose of interworking between a 5G core network and an EPC? [3GPP Release 17],seamless connectivity service continuity and enhanced user experience during the transition from 4g to 5g.,to support mobility procedures with minimum impact to the user experience.,5.667113443314699e-155,0.15384615384615383,0.0,0.0
How does a non-supporting UE select a core network operator to serve it in a shared network? [3GPP Release 17],the nonsupporting ue selects a core network operator by scanning for available networks applying predefined selection criteria ensuring compatibility with the operators services attempting registration and managing authentication and session establishment.,the shared network selects an operator for the ue.,1.2882297539194154e-231,0.25,0.0,0.0
"For PSFCH transmission with HARQ-ACK information, how are the PRBs allocated? [3GPP Release 17]",prbs are dynamically allocated based on realtime network conditions and specific feedback requirements for harqack transmission ensuring efficient and reliable communication in sidelink scenarios.,in an ascending order of both the prb index and the cyclic shift pair index.,1.072268715173723e-231,0.10256410256410255,0.0,0.0
What determines the energy detection threshold in channel access procedures? [3GPP Release 17],snr interference levels network configuration.,all of the above.,1.1640469867513693e-231,0.0,0.0,0.0
What does VarConnEstFailReportList include? [3GPP Release 17],varconnestfailreportlist includes reports detailing the causes and circumstances of connection establishment failures including cause codes timestamps and network conditions.,information about connection establishment failures.,2.258627331321157e-78,0.25,0.0,0.0
Which interface is used to transfer short messages between the SGSN and SMS-GMSC/SMS-IWMSC? [3GPP Release 17],map mobile application part.,gdinterface.,1.2183324802375697e-231,0.0,0.0,0.0
What does the RRC protocol offer to upper layers? [3GPP Release 17],rrc protocol offers connection management radio resource allocation mobility management security functions qos signaling and information transfer to upper layers.,broadcast of common control information.,1.012071042130996e-231,0.08000000000000002,0.0,0.0
What is SIPTO at the Local Network? [3GPP Release 17],selective ip traffic offload sipto is a feature in 3gpp release 17 that allows selective offloading of ip traffic from the mobile network to a local network optimizing resource use and improving user experience.,a collocated lgw in the enb.,1.0592691162555667e-231,0.15,0.0,0.0
When is Paging with Wake Up Signal (WUS) used? [3GPP Release 17],paging with wake up signal wus is used to efficiently wake up lowpower devices in scenarios requiring energy conservation and timely communication in 3gpp release 17.,when the ue is in rrcidle state.,1.0518351895246305e-231,0.12121212121212123,0.0,0.0
"In unpaired spectrum operation, when are a DL BWP and an UL BWP linked together? [3GPP Release 17]",linked when they share configuration maintain timing alignment and require coordinated resource allocation.,when the dl bwp index and the ul bwp index are the same.,1.2395288183339461e-231,0.15384615384615385,0.0,0.0
How is Extended Access Barring supported in shared networks? [3GPP Release 17],extended access barring is supported in shared networks through coordinated criteria for barring access among multiple operators utilizing rrc for communication to ues enabling dynamic adjustment based on traffic conditions and ensuring fair resource management.,the bscrncenodeb provides independent support for each sharing operator.,8.844844403089351e-232,0.13636363636363638,0.0,0.0
What are the peak packet data rates supported by the Evolved Packet System on the radio access bearer? [3GPP Release 17],up to 10 gbps downlink up to 3 gbps uplink.,100 mbps downlink and 50 mbps uplink.,6.061838450024688e-155,0.23529411764705882,0.0,0.0
What is a Personal IoT Network (PIN)? [3GPP Release 17],personal iot network pin is a localized network of iot devices owned or controlled by an individual enabling personalized management and connectivity among devices.,a network that consists of pin elements and communicates using pin direct connection.,1.2751495852793276e-231,0.2702702702702703,0.0,0.0
What does the 5G system need to provide for mobile base station relays using 5G connectivity provided by a different MNO? [3GPP Release 17],interoperability network slicing security and authentication.,ability for mnoa and mnob to share relay resources for ues connected to the 5g network.,3.532591656055112e-232,0.09090909090909091,0.0,0.0
When can a UE apply Type 1 channel access procedures for a UL transmission(s)? [3GPP Release 17],the ue can apply type 1 channel access procedures for ul transmissions when it has data to send without prior resource allocation typically during initial access or when contentionbased access is required.,after receiving the corresponding capability.,9.039352811507815e-232,0.05405405405405406,0.0,0.0
What does the timing advance command for a TAG indicate? [3GPP Release 17],timing advance command indicates adjustments for uplink transmission timing to synchronize signals from mobile devices in a tag.,change of uplink timing relative to the current uplink timing.,1.3048555118335446e-231,0.21428571428571427,0.0,0.0
What is the high quality criterion for reporting a PLMN to the NAS in the E-UTRA and NB-IoT case? [3GPP Release 17],high quality plmn reporting criteria include signal quality rsrprsrq coverage network configuration prioritypreferences and mobility management.,measured rsrp value greater than or equal to 110 dbm.,8.972141065609098e-232,0.0,0.0,0.0
What is the RRC buffer size for a UE? [3GPP Release 17],2000 bytes.,45 kb.,1.384292958842266e-231,0.0,0.0,0.0
What is one of the requirements for interworking between fixed access and Evolved Packet Core? [3GPP Release 17],the fixed access network must support ipbased connectivity and signaling compatible with epc protocols.,routing different pdn connections through different accesses.,9.257324954728539e-232,0.09523809523809523,0.0,0.0
How is the modulation order (Qm) and target code rate (R) determined for PSSCH transmission? [3GPP Release 17],qm is determined by modulation scheme choices based on channel conditions and r is derived from required performance metrics and coding schemes.,based on the mcs table.,4.13918559701879e-155,0.14814814814814814,0.0,0.0
Which parameter in SL-TxProfileList-r17 indicates compatibility with DRX? [3GPP Release 17],drxconfig.,drxcompatible.,1.5319719891192393e-231,0.0,0.0,0.0
"In the context of pathloss models, what is O2I? [3GPP Release 17]",o2i.,outdoor to indoor.,5.635809992474887e-232,0.0,0.0,0.0
What is true about services not mentioned within the interaction clause? [3GPP Release 17],services not mentioned within the interaction clause are typically not supported by the defined interactions or are considered outside the scope of that particular specification.,they have no impact on other supplementary services.,9.594503055152632e-232,0.06060606060606061,0.0,0.0
What does the 5G system need to support for a UE accessing multiple network slices? [3GPP Release 17],slice selection resource allocation context management.,all of the above.,1.1200407237786664e-231,0.0,0.0,0.0
What does the 5G system prevent in terms of privacy for UEs using 5G LAN-type service? [3GPP Release 17],the 5g system prevents unauthorized access to ue identities protects location privacy and ensures data protection for ues using 5g lantype service.,sharing of ues identifying information.,9.893133360884868e-232,0.07407407407407407,0.0,0.0
What is associated with a time and/or date setting in the IMS Multimedia Telephony service? [3GPP Release 17],time and date settings in ims multimedia telephony are associated with call timers sip timestamps and media session control.,activation deactivation and invocation of services.,1.0244914152188952e-231,0.08,0.0,0.0
Which entities can consume Management Data Analytics Service (MDAS)? [3GPP Release 17],network operators service providers thirdparty applications.,mnfs nfs son functions sls assurance functions human operators and afs.,6.520501036082648e-232,0.11764705882352942,0.0,0.0
What type of frames does the Ethernet transport service need to support? [3GPP Release 17],standard ethernet frames vlantagged frames mpls frames.,ethernet frames.,8.534204031625306e-155,0.4444444444444445,0.0,0.0
What is the typical connection density in factory automation applications? [3GPP Release 17],100000 to 1000000 deviceskm².,10 connections per km2.,1.2183324802375697e-231,0.0,0.0,0.0
What is the purpose of the Enhanced TNL Address Discovery with the X2 GW? [3GPP Release 17],enhanced tnl address discovery with the x2 gw improves the efficiency reliability and adaptability of interenodeb communications in modern mobile networks.,to enhance the tnl address discovery procedure.,2.2152263824902214e-78,0.2857142857142857,0.0,0.0
What is the purpose of providing secure means for communication scheduling information to an NPN in a 5G network? [3GPP Release 17],ensure confidentiality integrity and trust in scheduling information for efficient network slicing management.,to perform network energy saving and network resource optimization.,1.2395288183339461e-231,0.18181818181818185,0.0,0.0
What are the ThreshServingOffloadWLAN parameters used for? [3GPP Release 17],threshservingoffloadwlan parameters help determine when mobile devices should offload data traffic from cellular networks to wlan to optimize network usage and improve user experience.,to define the rsrp threshold for traffic steering from eutran to wlan.,4.717068855239749e-155,0.2222222222222222,0.0,0.0
What is the scrambling sequence generator initialized with for a PDCCH with the CRC scrambled by G-RNTI in a common search space? [3GPP Release 17],grnti.,datascramblingidentitypdsch.,1.5319719891192393e-231,0.0,0.0,0.0
Which RRC state is the UE in when no RRC connection is established? [3GPP Release 17],rrc idle.,rrcidle.,1.384292958842266e-231,0.0,0.0,0.0
How are the antenna elements placed on each antenna panel? [3GPP Release 17],antenna elements are placed in configurations optimized for coverage gain and radiation patterns often utilizing vertical and horizontal arrays sectorization and beamforming techniques.,in both the vertical and horizontal directions.,2.0689293863297568e-78,0.26666666666666666,0.0,0.0
What information may be provided to an emergency services LCS Client without any request? [3GPP Release 17],user location information user identity information emergency context information.,both 1 and 2.,1.0244914152188952e-231,0.0,0.0,0.0
What is the purpose of cross-network slice coordination? [3GPP Release 17],the purpose of crossnetwork slice coordination is to ensure seamless collaboration and resource optimization between different network slices across multiple operators or domains enhancing service quality and enabling advanced use cases.,to coordinate network slices in multiple 5g networks.,3.974539328672128e-155,0.20512820512820512,0.0,0.0
What does a RedCap UE expect if it monitors PDCCH according to Type1-PDCCH CSS set and does not monitor PDCCH according to Type2-PDCCH CSS set? [3GPP Release 17],redcap ue expects to receive.,the initial dl bwp to exclude sspbch blocks and the coreset with index 0.,3.0887750959881857e-232,0.10526315789473682,0.0,0.0
